GenNHS_ID	GenNHS_Code_Key	GenNHS_Name	OverrideGenNHS_Name	ChemistListPrice_Amt	MoleculeGroup_Name	GenNhsSubGroup_Name	GenNhsSubGroup_ID	EffectiveFromCalendarPeriod_Number	EffectiveToCalendarPeriod_Number	AuditJob_ID	AuditCreate_Date	AuditUpdate_Date	AuditModify_Flag	AuditSource_Code	OverrideGenNHS_Code_Description
116	ALPR10	ALPROSTADIL	NULL	114.21		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
117	ALPR11	ALPROSTADIL	NULL	24.64		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
118	ALPR12	ALPROSTADIL	NULL	70.56		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
119	ALPR13	ALPROSTADIL	NULL	134.40		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
120	ALPR14	ALPROSTADIL	NULL	29.13		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
121	ALPR15	ALPROSTADIL	NULL	91.75		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
122	ALPR16	ALPROSTADIL	NULL	174.78		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
123	ALPR17	ALPROSTADIL	NULL	11.27		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
124	ALPR18	ALPROSTADIL	NULL	13.28		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
125	ALPR19	ALPROSTADIL	NULL	16.94		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
126	ALPR2	ALPROSTADIL	NULL	57.7273		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
127	ALPR3	ALPROSTADIL	NULL	73.6182		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
128	ALPR30	ALPROSTADIL	NULL	57.32		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
129	ALPR31	ALPROSTADIL	NULL	60.85		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
130	ALPR32	ALPROSTADIL	NULL	71.95		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
131	ALPR33	ALPROSTADIL	NULL	71.95		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
132	ALPR4	ALPRAZOLAM	NULL	11.2696	ALPRAZOLAM	ALPRAZOLAM	41	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
133	ALPR40	ALPROSTADIL IMPULSE	NULL	23.0909	ALPROSTADIL	ALPROSTADIL IMPULSE	44	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
134	ALPR41	ALPROSTADIL IMPULSE	NULL	29.4545	ALPROSTADIL	ALPROSTADIL IMPULSE	44	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5154	ALPR49	ALPROSTADIL	NULL	NULL		ALPROSTADIL	43	NULL	NULL	5700648	2014-01-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
135	ALPR5	ALPROSTADIL	NULL	19.72		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5155	ALPR50	ALPROSTADIL	NULL	NULL		ALPROSTADIL	43	NULL	NULL	5700648	2014-01-02 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5325	ALPR51	ALPROSTADIL	NULL	NULL		ALPROSTADIL	43	NULL	NULL	7968538	2015-07-01 00:00:00.000	2015-07-01 19:32:16.260	I	DW	NULL
136	ALPR6	ALPROSTADIL	NULL	56.48		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
137	ALPR7	ALPROSTADIL	NULL	107.58		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
138	ALPR8	ALPROSTADIL	NULL	20.94		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
139	ALPR9	ALPROSTADIL	NULL	59.96		ALPROSTADIL	43	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
140	ALR1	ALPRENOLOL	NULL	6.4545		ALPRENOLOL	42	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
141	ALT1	ALTEPLASE	NULL	1787.982		ALTEPLASE	45	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
142	ALTR1	ALTRETAMINE	NULL	407.88		ALTRETAMINE	46	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
143	ALU6	ALUMINIUM MAG SIM	NULL	6.2909		ALUMINIUM MAG SIM	55	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
144	ALUM1	ALUMINIUM MAG SIM	NULL	7.0522		ALUMINIUM MAG SIM	55	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
145	ALUM2	ALUMINIUM HYDROXIDE	NULL	20.64		ALUMINIUM HYDROXIDE	54	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
146	ALUM8	ALUMINIUM/MAGNESIUM/SIMETHICON	NULL	17.60		ALUMINIUM/MAGNESIUM/SIMETHICON	56	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
147	AM01	AMPHOTERICIN	NULL	24.5545		AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
148	AM10	AMINO AC VIT & MIN NO PHENYL	NULL	72.1154		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
149	AM11	AMPHOTERICIN	NULL	5.72		AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
150	AM12	AMITRIPTYLINE	NULL	2.1478	AMITRIPTYLINE	AMITRIPTYLINE	95	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
151	AM13	AMPICILLIN	NULL	3.872		AMPICILLIN	105	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
152	AM19	AMPICILLIN	NULL	3.8522	AMPICILLIN	AMPICILLIN	105	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
153	AM22	AMPICILLIN	NULL	3.872		AMPICILLIN	105	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
154	AM31	AMINO AC NO M/T/V & LOW ISO	NULL	266.5481		AMINO AC NO M/T/V & LOW ISO	62	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
155	AM35	AMPICILLIN	NULL	3.8522		AMPICILLIN	105	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
156	AM41	AMPHOTERICIN	NULL	2.02		AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
157	AM42	AMPHOTERICIN	NULL	1.864		AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
158	AM46	AMINOGLUTETHIMIDE	NULL	139.2545	AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	91	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
159	AM48	AMOXYCILLIN & CLAV AC	NULL	2.9217	AMOXYCILLIN (INC CLAV)	AMOXYCILLIN & CLAV AC	103	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
160	AM49	AMOXYCILLIN & CLAV AC	NULL	6.9636		AMOXYCILLIN & CLAV AC	103	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
161	AM50	AMOXYCILLIN & CLAV AC	NULL	7.8545		AMOXYCILLIN & CLAV AC	103	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
162	AM51	AMOXYCILLIN & CLAV AC	NULL	11.30		AMOXYCILLIN & CLAV AC	103	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
163	AM54	AMINACRINE	NULL	6.76		AMINACRINE	61	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
164	AM55	AMPHOTERICIN	NULL	13.85		AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
165	AM57	AMIODARONE	NULL	7.113	AMIODARONE	AMIODARONE	93	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
166	AM65	AMPHOTERICIN	NULL	24.5478	AMPHOTERICIN	AMPHOTERICIN	104	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
167	AM67	AMOXYCILLIN	NULL	3.6818	AMOXYCILLIN (INC CLAV)	AMOXYCILLIN	102	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
168	AM68	AMOXYCILLIN	NULL	8.40	AMOXYCILLIN	AMOXYCILLIN	102	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
169	AM77	AMPICILLIN	NULL	6.3217	AMPICILLIN	AMPICILLIN	105	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
170	AM92	AMINO AC VIT&MIN NO METH	NULL	68.00		AMINO AC VIT&MIN NO METH	80	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
171	AM93	AMINO AC VIT&MIN NO PHEN	NULL	47.9048		AMINO AC VIT&MIN NO PHEN	84	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
172	AM94	AMINO AC VIT&MIN NO PHEN	NULL	75.5048		AMINO AC VIT&MIN NO PHEN	84	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
173	AM95	AMINO AC V&M NO V/L/I	NULL	136.00		AMINO AC V&M NO V/L/I	75	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
174	AM96	AMINO AC NO PHENYL	NULL	94.4381		AMINO AC NO PHENYL	63	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
175	AMA2	AMYLOBARB	NULL	14.42		AMYLOBARB	107	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
176	AMA3	AMYLOBARB	NULL	15.14		AMYLOBARB	107	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
5237	AMAC1	AMINO ACID (EQIV 5G)	NULL	NULL		AMINO ACID (EQIV 5G)	1877	NULL	NULL	6281649	2014-11-01 00:00:00.000	2014-11-02 19:43:47.590	U	DW	NULL
5355	AMAC2	AMINO AC VIT & MIN NO PHENYL	NULL	NULL		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	8226121	2015-08-01 00:00:00.000	2015-08-01 19:31:32.130	I	DW	NULL
5356	AMAC3	AMINO AC VIT & MIN NO PHENYL	NULL	NULL		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	8226121	2015-08-01 00:00:00.000	2015-08-01 19:31:32.130	I	DW	NULL
177	AMAT1	AMANTADINE	NULL	26.30	AMANTADINE	AMANTADINE	57	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
178	AMBR1	AMBRISENTAN	NULL	4035.00	AMBRISENTAN	AMBRISENTAN	58	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
179	AMBR2	AMBRISENTAN	NULL	4035.00	AMBRISENTAN	AMBRISENTAN	58	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
180	AMI1	AMINO AC VIT&MIN NO V/L/I	NULL	60.5143		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
181	AMI2	AMINO AC V&M NO M/T/V LOW ISO	NULL	430.7692		AMINO AC V&M NO M/T/V LOW ISO	73	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
182	AMI3	AMINO AC V&M NO M/T/V LOW ISO	NULL	755.49		AMINO AC V&M NO M/T/V LOW ISO	73	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
183	AMI4	AMINOPHYLLINE	NULL	8.18		AMINOPHYLLINE	92	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
184	AMI5	AMINOPHYLLINE	NULL	8.53	AMINOPHYLLINE	AMINOPHYLLINE	92	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
185	AMI8	AMIODARONE	NULL	12.6435	AMIODARONE	AMIODARONE	93	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
186	AMIK1	AMIKACIN	NULL	53.55		AMIKACIN	59	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
187	AMIK3	AMIKACIN	NULL	321.6867		AMIKACIN	59	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
188	AMIN10	AMINO AC V&M NO M/T/V LOW ISO	NULL	213.7404		AMINO AC V&M NO M/T/V LOW ISO	73	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
189	AMIN11	AMINO AC V&M NO M/T/V LOW ISO	NULL	328.54		AMINO AC V&M NO M/T/V LOW ISO	73	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
190	AMIN13	AMINO AC V&M NO V/L/I	NULL	213.7404		AMINO AC V&M NO V/L/I	75	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
191	AMIN14	AMINO AC VIT&MIN NO METHIONINE	NULL	213.7404		AMINO AC VIT&MIN NO METHIONINE	81	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
192	AMIN15	AMINO AC V&M NO V/L/I III	NULL	648.89		AMINO AC V&M NO V/L/I III	76	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
193	AMIN16	AMINOCAPROIC ACID	NULL	63.11		AMINOCAPROIC ACID	90	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
194	AMIN17	AMINO AC VIT&MIN NO METHIONINE	NULL	91.6923		AMINO AC VIT&MIN NO METHIONINE	81	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
195	AMIN18	AMINO AC VIT&MIN NO METHIONINE	NULL	328.54		AMINO AC VIT&MIN NO METHIONINE	81	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
196	AMIN19	AMINO AC VIT&MIN NO PH/TYR	NULL	91.6923		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
197	AMIN2	AMINO AC NO PHENYL	NULL	200.0673		AMINO AC NO PHENYL	63	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
198	AMIN20	AMINO AC VIT&MIN NO PH/TYROSIN	NULL	213.7404		AMINO AC VIT&MIN NO PH/TYROSIN	83	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
199	AMIN21	AMINO AC VIT & MIN NO PHENYL	NULL	59.0288		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
200	AMIN22	AMINO AC VIT & MIN NO PHENYL	NULL	82.25		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
201	AMIN23	AMINO AC VIT&MIN NO V/L/I	NULL	92.5769		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
202	AMIN24	AMINO AC VIT&MIN NO V/L/I	NULL	166.8942		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
203	AMIN25	AMINO AC VIT/MIN/LCP NO PHENYL	NULL	83.7981		AMINO AC VIT/MIN/LCP NO PHENYL	86	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
204	AMIN26	AMINO AC VIT & MIN NO PHENYL	NULL	67.4615		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
205	AMIN27	AMINO AC VIT & MIN NO PHENYL	NULL	101.2212		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
206	AMIN28	AMINO AC VIT&MIN NO V/L/I	NULL	67.4615		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
207	AMIN29	AMINO AC VIT&MIN NO V/L/I	NULL	101.2212		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
208	AMIN3	AMINO AC NO PHENYL TYR METH	NULL	137.00		AMINO AC NO PHENYL TYR METH	65	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
209	AMIN30	AMINO AC VIT & MIN NO PHENYL	NULL	232.68		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
210	AMIN31	AMINO AC NO PHENYL	NULL	76.3173		AMINO AC NO PHENYL	63	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
211	AMIN32	AMINO AC SYNTHETIC	NULL	42.09		AMINO AC SYNTHETIC	66	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
212	AMIN33	AMINO AC SYNTHETIC	NULL	42.09		AMINO AC SYNTHETIC	66	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
213	AMIN34	AMINO AC VIT & MIN NO PHENYL	NULL	406.374		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
214	AMIN35	AMINO AC VIT&MIN NO V/L/I	NULL	330.632		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
215	AMIN36	AMINO AC VIT & MIN NO PHENYL	NULL	212.9038		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
216	AMIN37	AMINO AC VIT&MIN NO PH/TYR	NULL	437.59		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
217	AMIN38	AMINO AC VIT&MIN NO V/L/I	NULL	755.49		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
218	AMIN39	AMINO AC VIT & MIN NO PHENYL	NULL	370.8462		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
219	AMIN4	AMINO AC VIT&MIN NO PH/TYR	NULL	328.54		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
220	AMIN40	AMINO AC VIT & MIN NO PHENYL	NULL	212.6442		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
221	AMIN41	AMINO AC VIT&MIN NO PH/TYR	NULL	430.7692		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
222	AMIN42	AMINO AC VIT&MIN NO V/L/I	NULL	430.7692		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
223	AMIN43	AMINO AC VIT&MIN NO METHIONINE	NULL	430.7692		AMINO AC VIT&MIN NO METHIONINE	81	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
224	AMIN44	AMINO AC NO PHENYL	NULL	56.9135		AMINO AC NO PHENYL	63	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
225	AMIN45	AMINO AC VIT&MIN NO PH/TYR	NULL	755.49		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
226	AMIN46	AMINO AC VIT&MIN NO PH/TYR	NULL	150.4712		AMINO AC VIT&MIN NO PH/TYR	82	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
227	AMIN47	AMINO AC VIT & MIN NO PHENYL	NULL	482.5769		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
228	AMIN48	AMINO AC VIT&MIN NO METHIONINE	NULL	755.49		AMINO AC VIT&MIN NO METHIONINE	81	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
229	AMIN49	AMINO AC VIT & MIN NO PHENYL	NULL	251.3173		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
230	AMIN5	AMINOCAPROIC ACID	NULL	24.43		AMINOCAPROIC ACID	90	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
231	AMIN50	AMINO AC VIT & MIN NO PHENYL	NULL	218.6538		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
232	AMIN51	AMINO AC VIT&MIN NO V/L/I	NULL	431.2596		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
233	AMIN52	AMINO AC SYNTHETIC	NULL	42.09	"AMINO ACIDS—SYNTHETIC, FORMULA"	AMINO AC SYNTHETIC	66	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
234	AMIN53	AMINO AC VIT & MIN NO PHENYL	NULL	494.5577		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
235	AMIN54	AMINO AC VIT & MIN NO PHENYL	NULL	370.6538		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
236	AMIN55	AMINO AC VIT & MIN NO PHENYL	NULL	494.5577		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
237	AMIN56	AMINO AC SYNTHETIC VANILLA	NULL	42.09		AMINO AC SYNTHETIC VANILLA	68	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
238	AMIN57	AMINO AC V&M NO LYSINE LOW TRY	NULL	91.6923		AMINO AC V&M NO LYSINE LOW TRY	72	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
239	AMIN58	AMINO AC V&M NO LYSINE LOW TRY	NULL	213.7404		AMINO AC V&M NO LYSINE LOW TRY	72	NULL	NULL	6652477	2011-04-09 00:00:00.000	2015-01-01 19:31:26.537	U	DW	NULL
240	AMIN59	AMINOAC(SYN)&LONGCH P/UNSATFAT	NULL	42.93	AMINOAC (SYN)&LONGCH P/UNSATFA	AMINOAC(SYN)&LONGCH P/UNSATFAT	89	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
241	AMIN6	AMINO AC VIT&MIN NO V/L/I	NULL	91.6923		AMINO AC VIT&MIN NO V/L/I	85	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
242	AMIN60	AMINO AC VIT & MIN NO PHENYL	NULL	247.2019		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
243	AMIN61	AMINO AC VIT & MIN NO PHENYL	NULL	494.40		AMINO AC VIT & MIN NO PHENYL	79	NULL	NULL	5700648	2011-04-09 00:00:00.000	2014-07-25 11:44:38.833	U	DW	NULL
